time,AO,LB,LP
39.5,0,0.329,0.408
39.75,0,0.329,0.409
40,0,0.33,0.41
40.25,0,0.33,0.412
40.5,0,0.33,0.413
40.75,0,0.331,0.414
41,0,0.331,0.416
41.25,0,0.331,0.417
41.5,0,0.332,0.418
41.75,0,0.332,0.42
42,0,0.332,0.421
42.25,0,0.332,0.422
42.5,0,0.333,0.424
42.75,0,0.333,0.425
43,0,0.333,0.426
43.25,0,0.334,0.427
43.5,0,0.334,0.429
43.75,0,0.334,0.43
44,0,0.334,0.431
44.25,0,0.335,0.432
44.5,0,0.335,0.434
44.75,0,0.335,0.435
45,0,0.335,0.436
45.25,0,0.336,0.438
45.5,0,0.336,0.438
45.75,0,0.336,0.44
46,0,0.336,0.441
46.25,0,0.337,0.442
46.5,0,0.337,0.443
46.75,0,0.337,0.444
47,0,0.337,0.446
47.25,0,0.338,0.447
47.5,0,0.338,0.448
47.75,0,0.338,0.449
48,0,0.338,0.45
48.25,0,0.338,0.451
48.5,0,0.339,0.453
48.75,0,0.339,0.453
49,0,0.339,0.454
49.25,0,0.339,0.455
49.5,0,0.34,0.457
49.75,0,0.339,0.457
50,0,0.34,0.459
50.25,0,0.34,0.46
50.5,0,0.34,0.46
50.75,0,0.34,0.462
51,0,0.341,0.463
51.25,0,0.341,0.464
51.5,0,0.341,0.465
51.75,0,0.341,0.466
52,0,0.341,0.467
52.25,0,0.341,0.468
52.5,0,0.341,0.469
52.75,0,0.341,0.469
53,0,0.342,0.47
53.25,0,0.342,0.471
53.5,0,0.342,0.472
53.75,0,0.342,0.473
54,0,0.342,0.474
54.25,0,0.342,0.475
54.5,0,0.342,0.476
54.75,0,0.343,0.477
55,0,0.343,0.478
55.25,0,0.343,0.479
55.5,0,0.343,0.48
55.75,0,0.343,0.48
56,0,0.343,0.481
56.25,0,0.343,0.482
56.5,0,0.343,0.483
56.75,0,0.344,0.484
57,0,0.344,0.485
57.25,0,0.344,0.485
57.5,0,0.344,0.486
57.75,0,0.344,0.487
58,0,0.344,0.488
58.25,0,0.344,0.489
58.5,0,0.344,0.49
58.75,0,0.344,0.49
59,0,0.344,0.491
59.25,0,0.345,0.492
59.5,0,0.345,0.493
59.75,0,0.345,0.494
60,0,0.345,0.495
60.25,0,0.345,0.496
60.5,0,0.345,0.496
60.75,0,0.345,0.497
61,0,0.345,0.498
61.25,0,0.345,0.498
61.5,0,0.345,0.499
61.75,0,0.345,0.5
62,0,0.345,0.5
62.25,0,0.345,0.502
62.5,0,0.345,0.502
62.75,0,0.346,0.503
63,0,0.346,0.503
63.25,0,0.346,0.504
63.5,0,0.346,0.505
63.75,0,0.346,0.506
64,0,0.346,0.507
64.25,0,0.346,0.507
64.5,0,0.346,0.508
64.75,0,0.346,0.509
65,0,0.346,0.509
65.25,0,0.346,0.51
65.5,0,0.346,0.51
65.75,0,0.346,0.511
66,0,0.347,0.512
66.25,0,0.346,0.512
66.5,0,0.347,0.513
66.75,0,0.346,0.514
67,0,0.347,0.514
67.25,0,0.347,0.515
67.5,0,0.347,0.515
67.75,0,0.347,0.516
68,0,0.347,0.517
68.25,0,0.347,0.517
68.5,0,0.347,0.518
68.75,0,0.347,0.519
69,0,0.347,0.519
69.25,0,0.347,0.52
69.5,0,0.347,0.521
69.75,0,0.347,0.521
70,0,0.347,0.522
70.25,0,0.347,0.523
70.5,0,0.347,0.523
70.75,0,0.347,0.524
71,0,0.347,0.525
71.25,0,0.348,0.525
71.5,0,0.348,0.526
71.75,0,0.348,0.526
72,0,0.348,0.527
72.25,0,0.348,0.528
72.5,0,0.348,0.528
72.75,0,0.348,0.529
73,0,0.348,0.529
73.25,0,0.347,0.53
73.5,0,0.348,0.531
73.75,0,0.348,0.531
74,0,0.348,0.532
74.25,0,0.348,0.532
74.5,0,0.348,0.533
74.75,0,0.348,0.534
75,0,0.348,0.534
75.25,0,0.348,0.535
75.5,0,0.348,0.535
75.75,0,0.348,0.536
76,0,0.348,0.536
76.25,0,0.348,0.537
76.5,0,0.348,0.537
76.75,0,0.348,0.538
77,0,0.348,0.538
77.25,0,0.348,0.539
77.5,0,0.348,0.539
77.75,0,0.348,0.54
78,0,0.348,0.54
78.25,0,0.348,0.54
78.5,0,0.348,0.541
78.75,0,0.348,0.542
79,0,0.348,0.542
79.25,0,0.348,0.543
79.5,0,0.348,0.543
79.75,0,0.348,0.543
80,0,0.349,0.544
80.25,0,0.348,0.544
80.5,0,0.348,0.545
80.75,0,0.348,0.545
81,0,0.348,0.546
81.25,0,0.348,0.546
81.5,0,0.348,0.546
81.75,0,0.348,0.547
82,0,0.348,0.547
82.25,0,0.348,0.548
82.5,0,0.348,0.548
82.75,0,0.348,0.549
83,0,0.348,0.549
83.25,0,0.348,0.55
83.5,0,0.348,0.55
83.75,0,0.348,0.551
84,0,0.348,0.551
84.25,0,0.348,0.552
84.5,0,0.348,0.553
84.75,0,0.348,0.553
85,0,0.348,0.553
85.25,0,0.348,0.554
85.5,0,0.348,0.554
85.75,0,0.348,0.555
86,0,0.348,0.555
86.25,0,0.348,0.556
86.5,0,0.348,0.556
86.75,0,0.348,0.556
87,0,0.348,0.557
87.25,0,0.348,0.558
87.5,0,0.348,0.558
87.75,0,0.348,0.559
88,0,0.348,0.559
88.25,0,0.348,0.56
88.5,0,0.348,0.56
88.75,0,0.348,0.561
89,0,0.348,0.561
89.25,0,0.348,0.561
89.5,0,0.348,0.562
89.75,0,0.348,0.562
90,0,0.348,0.563
90.25,0,0.348,0.563
90.5,0,0.348,0.564
90.75,0,0.348,0.564
91,0,0.348,0.564
91.25,0,0.348,0.565
91.5,0,0.348,0.565
91.75,0,0.348,0.566
92,0,0.348,0.567
92.25,0,0.348,0.567
92.5,0,0.348,0.567
92.75,0,0.348,0.568
93,0,0.348,0.568
93.25,0,0.348,0.569
93.5,0,0.348,0.569
93.75,0,0.348,0.57
94,0,0.348,0.571
94.25,0,0.348,0.57
94.5,0,0.348,0.571
94.75,0,0.348,0.572
95,0,0.348,0.572
95.25,0,0.347,0.573
95.5,0,0.347,0.573
95.75,0,0.347,0.574
96,0,0.347,0.574
