time,replicate,AO,LP,LB
92.75,E1,0.824,0,0
93,E1,0.824,0,0
93.25,E1,0.825,0,0
93.5,E1,0.826,0,0
93.75,E1,0.826,0,0
94,E1,0.827,0,0
94.25,E1,0.827,0,0
94.5,E1,0.828,0,0
94.75,E1,0.828,0,0
95,E1,0.829,0,0
95.25,E1,0.829,0,0
95.5,E1,0.829,0,0
95.75,E1,0.829,0,0
96,E1,0.83,0,0
